instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,unexpected_metric
6494,2011-10-03,4,0,10,3,0,1,1,1,0.36,0.3788,0.81,0,1,6,,schema_drift_v1
6495,2011-10-03,4,0,10,4,0,1,1,1,0.34,0.3485,0.87,0.1045,2,6,,schema_drift_v1
6496,2011-10-03,4,0,10,5,0,1,1,2,0.36,0.3636,0.76,0.1045,4,17,,schema_drift_v1
6497,2011-10-03,4,0,10,6,0,1,1,2,0.36,0.3788,0.71,0,3,91,,schema_drift_v1
6498,2011-10-03,4,0,10,7,0,1,1,2,0.36,0.3485,0.71,0.1343,8,241,,schema_drift_v1
6499,2011-10-03,4,0,10,8,0,1,1,2,0.36,0.3636,0.71,0.1045,13,359,,schema_drift_v1
6500,2011-10-03,4,0,10,9,0,1,1,2,0.4,0.4091,0.66,0.0896,12,141,,schema_drift_v1
6501,2011-10-03,4,0,10,10,0,1,1,2,0.4,0.4091,0.66,0.1045,19,82,,schema_drift_v1
6502,2011-10-03,4,0,10,11,0,1,1,2,0.4,0.4091,0.71,0.2239,26,100,,schema_drift_v1
6503,2011-10-03,4,0,10,12,0,1,1,2,0.4,0.4091,0.71,0.1343,29,118,,schema_drift_v1
6504,2011-10-03,4,0,10,13,0,1,1,3,0.42,0.4242,0.67,0.1642,16,102,,schema_drift_v1
6505,2011-10-03,4,0,10,14,0,1,1,3,0.4,0.4091,0.76,0,26,94,,schema_drift_v1
6506,2011-10-03,4,0,10,15,0,1,1,3,0.4,0.4091,0.76,0,22,79,,schema_drift_v1
6507,2011-10-03,4,0,10,16,0,1,1,2,0.4,0.4091,0.76,0.1045,16,202,,schema_drift_v1
6508,2011-10-03,4,0,10,17,0,1,1,2,0.4,0.4091,0.76,0.1642,40,455,,schema_drift_v1
6509,2011-10-03,4,0,10,18,0,1,1,2,0.4,0.4091,0.76,0.1642,28,384,,schema_drift_v1
6510,2011-10-03,4,0,10,19,0,1,1,1,0.4,0.4091,0.76,0,15,300,,schema_drift_v1
6511,2011-10-03,4,0,10,20,0,1,1,3,0.4,0.4091,0.82,0,13,191,,schema_drift_v1
6512,2011-10-03,4,0,10,21,0,1,1,2,0.4,0.4091,0.82,0,10,128,,schema_drift_v1
6513,2011-10-03,4,0,10,22,0,1,1,2,0.4,0.4091,0.82,0,12,79,,schema_drift_v1
6514,2011-10-03,4,0,10,23,0,1,1,2,0.4,0.4091,0.82,0.1045,11,43,,schema_drift_v1
6515,2011-10-04,4,0,10,0,0,2,1,2,0.4,0.4091,0.87,0.0896,5,22,,schema_drift_v1
6516,2011-10-04,4,0,10,1,0,2,1,2,0.4,0.4091,0.87,0.1045,1,8,,schema_drift_v1
6517,2011-10-04,4,0,10,2,0,2,1,2,0.4,0.4091,0.87,0,1,2,,schema_drift_v1
6518,2011-10-04,4,0,10,3,0,2,1,1,0.4,0.4091,0.82,0.1045,3,3,,schema_drift_v1
6519,2011-10-04,4,0,10,4,0,2,1,1,0.4,0.4091,0.82,0.0896,3,4,,schema_drift_v1
6520,2011-10-04,4,0,10,5,0,2,1,1,0.4,0.4091,0.82,0.1343,2,25,,schema_drift_v1
6521,2011-10-04,4,0,10,6,0,2,1,1,0.4,0.4091,0.82,0.1045,3,109,,schema_drift_v1
6522,2011-10-04,4,0,10,7,0,2,1,1,0.42,0.4242,0.82,0.2836,11,298,,schema_drift_v1
6523,2011-10-04,4,0,10,8,0,2,1,1,0.44,0.4394,0.77,0.2239,28,372,,schema_drift_v1
6524,2011-10-04,4,0,10,9,0,2,1,1,0.46,0.4545,0.67,0.2537,19,168,,schema_drift_v1
6525,2011-10-04,4,0,10,10,0,2,1,1,0.48,0.4697,0.67,0.2836,19,107,,schema_drift_v1
6526,2011-10-04,4,0,10,11,0,2,1,1,0.54,0.5152,0.64,0.2836,22,102,,schema_drift_v1
6527,2011-10-04,4,0,10,12,0,2,1,1,0.56,0.5303,0.56,0.2985,39,160,,schema_drift_v1
6528,2011-10-04,4,0,10,13,0,2,1,1,0.56,0.5303,0.56,0.2985,20,153,,schema_drift_v1
6529,2011-10-04,4,0,10,14,0,2,1,1,0.58,0.5455,0.53,0.2537,27,156,,schema_drift_v1
6530,2011-10-04,4,0,10,15,0,2,1,1,0.58,0.5455,0.56,0.2836,28,166,,schema_drift_v1
6531,2011-10-04,4,0,10,16,0,2,1,1,0.58,0.5455,0.56,0.3284,36,273,,schema_drift_v1
6532,2011-10-04,4,0,10,17,0,2,1,1,0.56,0.5303,0.6,0.3881,55,530,,schema_drift_v1
6533,2011-10-04,4,0,10,18,0,2,1,1,0.54,0.5152,0.64,0.2836,68,456,,schema_drift_v1
6534,2011-10-04,4,0,10,19,0,2,1,1,0.52,0.5,0.68,0.2239,35,310,,schema_drift_v1
6535,2011-10-04,4,0,10,20,0,2,1,1,0.52,0.5,0.68,0.2239,25,236,,schema_drift_v1
6536,2011-10-04,4,0,10,21,0,2,1,1,0.5,0.4848,0.72,0.1343,22,144,,schema_drift_v1
6537,2011-10-04,4,0,10,22,0,2,1,1,0.5,0.4848,0.72,0.1343,8,106,,schema_drift_v1
6538,2011-10-04,4,0,10,23,0,2,1,1,0.48,0.4697,0.77,0.1343,6,60,,schema_drift_v1
6539,2011-10-05,4,0,10,0,0,3,1,1,0.48,0.4697,0.77,0.1343,7,36,,schema_drift_v1
6540,2011-10-05,4,0,10,1,0,3,1,1,0.48,0.4697,0.77,0.1642,4,7,,schema_drift_v1
6541,2011-10-05,4,0,10,2,0,3,1,1,0.46,0.4545,0.82,0.1642,1,2,,schema_drift_v1
6542,2011-10-05,4,0,10,3,0,3,1,1,0.46,0.4545,0.82,0.1045,1,5,,schema_drift_v1
6543,2011-10-05,4,0,10,4,0,3,1,1,0.44,0.4394,0.88,0,1,4,,schema_drift_v1
6544,2011-10-05,4,0,10,5,0,3,1,1,0.44,0.4394,0.82,0.1343,3,29,,schema_drift_v1
6545,2011-10-05,4,0,10,6,0,3,1,1,0.44,0.4394,0.82,0.1045,5,112,,schema_drift_v1
6546,2011-10-05,4,0,10,7,0,3,1,1,0.46,0.4545,0.77,0.1045,9,292,,schema_drift_v1
6547,2011-10-05,4,0,10,8,0,3,1,1,0.52,0.5,0.63,0,26,441,,schema_drift_v1
6548,2011-10-05,4,0,10,9,0,3,1,1,0.54,0.5152,0.6,0.2985,32,187,,schema_drift_v1
6549,2011-10-05,4,0,10,10,0,3,1,1,0.56,0.5303,0.56,0.3881,30,103,,schema_drift_v1
6550,2011-10-05,4,0,10,11,0,3,1,1,0.6,0.6212,0.46,0.2836,32,138,,schema_drift_v1
6551,2011-10-05,4,0,10,12,0,3,1,1,0.62,0.6212,0.43,0.3284,34,180,,schema_drift_v1
6552,2011-10-05,4,0,10,13,0,3,1,1,0.64,0.6212,0.41,0.2239,30,189,,schema_drift_v1
6553,2011-10-05,4,0,10,14,0,3,1,1,0.64,0.6212,0.41,0.2836,34,156,,schema_drift_v1
6554,2011-10-05,4,0,10,15,0,3,1,1,0.64,0.6212,0.47,0.2836,35,147,,schema_drift_v1
6555,2011-10-05,4,0,10,16,0,3,1,1,0.64,0.6212,0.47,0.3284,37,245,,schema_drift_v1
6556,2011-10-05,4,0,10,17,0,3,1,1,0.64,0.6212,0.47,0.2537,66,525,,schema_drift_v1
6557,2011-10-05,4,0,10,18,0,3,1,1,0.6,0.6212,0.53,0.1642,57,536,,schema_drift_v1
6558,2011-10-05,4,0,10,19,0,3,1,1,0.58,0.5455,0.56,0.1343,40,334,,schema_drift_v1
6559,2011-10-05,4,0,10,20,0,3,1,1,0.52,0.5,0.77,0.1642,18,228,,schema_drift_v1
6560,2011-10-05,4,0,10,21,0,3,1,1,0.5,0.4848,0.82,0.1045,28,173,,schema_drift_v1
6561,2011-10-05,4,0,10,22,0,3,1,1,0.52,0.5,0.72,0,20,134,,schema_drift_v1
6562,2011-10-05,4,0,10,23,0,3,1,1,0.5,0.4848,0.77,0.1045,9,64,,schema_drift_v1
6563,2011-10-06,4,0,10,0,0,4,1,1,0.5,0.4848,0.72,0.194,6,34,,schema_drift_v1
6564,2011-10-06,4,0,10,1,0,4,1,1,0.48,0.4697,0.63,0.194,5,17,,schema_drift_v1
6565,2011-10-06,4,0,10,2,0,4,1,1,0.46,0.4545,0.67,0.194,2,8,,schema_drift_v1
6566,2011-10-06,4,0,10,3,0,4,1,1,0.44,0.4394,0.67,0.2239,1,4,,schema_drift_v1
6567,2011-10-06,4,0,10,4,0,4,1,1,0.44,0.4394,0.62,0.2836,0,5,,schema_drift_v1
6568,2011-10-06,4,0,10,5,0,4,1,1,0.42,0.4242,0.62,0.194,0,24,,schema_drift_v1
6569,2011-10-06,4,0,10,6,0,4,1,1,0.4,0.4091,0.66,0.194,4,110,,schema_drift_v1
6570,2011-10-06,4,0,10,7,0,4,1,1,0.42,0.4242,0.62,0.194,15,287,,schema_drift_v1
6571,2011-10-06,4,0,10,8,0,4,1,1,0.44,0.4394,0.62,0.1642,20,437,,schema_drift_v1
6572,2011-10-06,4,0,10,9,0,4,1,1,0.46,0.4545,0.63,0.194,20,188,,schema_drift_v1
6573,2011-10-06,4,0,10,10,0,4,1,1,0.52,0.5,0.52,0,24,105,,schema_drift_v1
6574,2011-10-06,4,0,10,11,0,4,1,1,0.54,0.5152,0.49,0,29,115,,schema_drift_v1
6575,2011-10-06,4,0,10,12,0,4,1,1,0.56,0.5303,0.49,0.0896,46,180,,schema_drift_v1
6576,2011-10-06,4,0,10,13,0,4,1,1,0.56,0.5303,0.46,0.0896,33,158,,schema_drift_v1
6577,2011-10-06,4,0,10,14,0,4,1,1,0.58,0.5455,0.43,0.0896,56,139,,schema_drift_v1
6578,2011-10-06,4,0,10,15,0,4,1,1,0.58,0.5455,0.46,0.1343,62,157,,schema_drift_v1
6579,2011-10-06,4,0,10,16,0,4,1,1,0.58,0.5455,0.49,0.194,51,272,,schema_drift_v1
6580,2011-10-06,4,0,10,17,0,4,1,1,0.56,0.5303,0.52,0.1343,63,505,,schema_drift_v1
6581,2011-10-06,4,0,10,18,0,4,1,1,0.54,0.5152,0.64,0.0896,59,479,,schema_drift_v1
6582,2011-10-06,4,0,10,19,0,4,1,1,0.52,0.5,0.59,0.1045,38,305,,schema_drift_v1
6583,2011-10-06,4,0,10,20,0,4,1,1,0.5,0.4848,0.77,0.1045,29,231,,schema_drift_v1
6584,2011-10-06,4,0,10,21,0,4,1,1,0.46,0.4545,0.88,0.0896,34,161,,schema_drift_v1
6585,2011-10-06,4,0,10,22,0,4,1,1,0.46,0.4545,0.82,0,24,124,,schema_drift_v1
6586,2011-10-06,4,0,10,23,0,4,1,1,0.44,0.4394,0.88,0.0896,18,81,,schema_drift_v1
6587,2011-10-07,4,0,10,0,0,5,1,1,0.44,0.4394,0.88,0,19,48,,schema_drift_v1
6588,2011-10-07,4,0,10,1,0,5,1,1,0.44,0.4394,0.88,0,3,25,,schema_drift_v1
6589,2011-10-07,4,0,10,2,0,5,1,1,0.42,0.4242,0.88,0,0,5,,schema_drift_v1
6590,2011-10-07,4,0,10,3,0,5,1,1,0.4,0.4091,0.87,0,1,9,,schema_drift_v1
6591,2011-10-07,4,0,10,4,0,5,1,1,0.4,0.4091,0.87,0.1045,0,5,,schema_drift_v1
6592,2011-10-07,4,0,10,5,0,5,1,1,0.42,0.4242,0.82,0,3,24,,schema_drift_v1
6593,2011-10-07,4,0,10,6,0,5,1,1,0.42,0.4242,0.88,0,3,84,,schema_drift_v1
6594,2011-10-07,4,0,10,7,0,5,1,1,0.42,0.4242,0.94,0,5,237,,schema_drift_v1
6595,2011-10-07,4,0,10,8,0,5,1,1,0.46,0.4545,0.82,0,31,386,,schema_drift_v1
6596,2011-10-07,4,0,10,9,0,5,1,1,0.48,0.4697,0.77,0,34,207,,schema_drift_v1
6597,2011-10-07,4,0,10,10,0,5,1,1,0.52,0.5,0.68,0.0896,48,126,,schema_drift_v1
6598,2011-10-07,4,0,10,11,0,5,1,1,0.56,0.5303,0.63,0,80,150,,schema_drift_v1
6599,2011-10-07,4,0,10,12,0,5,1,1,0.6,0.6212,0.53,0,61,174,,schema_drift_v1
6600,2011-10-07,4,0,10,13,0,5,1,1,0.6,0.6212,0.46,0,95,210,,schema_drift_v1
6601,2011-10-07,4,0,10,14,0,5,1,1,0.62,0.6212,0.5,0,77,179,,schema_drift_v1
6602,2011-10-07,4,0,10,15,0,5,1,1,0.66,0.6212,0.41,0,68,202,,schema_drift_v1
6603,2011-10-07,4,0,10,16,0,5,1,1,0.64,0.6212,0.44,0,73,346,,schema_drift_v1
6604,2011-10-07,4,0,10,17,0,5,1,1,0.6,0.6212,0.56,0.2537,101,462,,schema_drift_v1
6605,2011-10-07,4,0,10,18,0,5,1,1,0.56,0.5303,0.6,0.0896,94,371,,schema_drift_v1
6606,2011-10-07,4,0,10,19,0,5,1,1,0.56,0.5303,0.52,0,51,243,,schema_drift_v1
6607,2011-10-07,4,0,10,20,0,5,1,1,0.54,0.5152,0.49,0,30,167,,schema_drift_v1
6608,2011-10-07,4,0,10,21,0,5,1,1,0.5,0.4848,0.68,0,22,144,,schema_drift_v1
6609,2011-10-07,4,0,10,22,0,5,1,1,0.5,0.4848,0.68,0,27,119,,schema_drift_v1
6610,2011-10-07,4,0,10,23,0,5,1,1,0.5,0.4848,0.63,0,23,113,,schema_drift_v1
6611,2011-10-08,4,0,10,0,0,6,0,1,0.48,0.4697,0.72,0,17,72,,schema_drift_v1
6612,2011-10-08,4,0,10,1,0,6,0,1,0.46,0.4545,0.82,0,14,51,,schema_drift_v1
6613,2011-10-08,4,0,10,2,0,6,0,1,0.46,0.4545,0.82,0,4,41,,schema_drift_v1
6614,2011-10-08,4,0,10,3,0,6,0,1,0.44,0.4394,0.88,0,4,16,,schema_drift_v1
6615,2011-10-08,4,0,10,4,0,6,0,1,0.42,0.4242,0.94,0.1343,3,7,,schema_drift_v1
6616,2011-10-08,4,0,10,5,0,6,0,1,0.42,0.4242,0.88,0.1045,1,7,,schema_drift_v1
6617,2011-10-08,4,0,10,6,0,6,0,1,0.42,0.4242,0.94,0,6,16,,schema_drift_v1
6618,2011-10-08,4,0,10,7,0,6,0,1,0.42,0.4242,0.94,0.0896,27,46,,schema_drift_v1
6619,2011-10-08,4,0,10,8,0,6,0,1,0.46,0.4545,0.82,0,14,89,,schema_drift_v1
6620,2011-10-08,4,0,10,9,0,6,0,1,0.5,0.4848,0.77,0,54,163,,schema_drift_v1
6621,2011-10-08,4,0,10,10,0,6,0,1,0.52,0.5,0.77,0,120,217,,schema_drift_v1
6622,2011-10-08,4,0,10,11,0,6,0,1,0.58,0.5455,0.56,0,176,221,,schema_drift_v1
6623,2011-10-08,4,0,10,12,0,6,0,1,0.62,0.6212,0.35,0,191,255,,schema_drift_v1
6624,2011-10-08,4,0,10,13,0,6,0,1,0.62,0.6212,0.46,0.1045,256,229,,schema_drift_v1
6625,2011-10-08,4,0,10,14,0,6,0,1,0.62,0.6212,0.5,0.0896,251,214,,schema_drift_v1
6626,2011-10-08,4,0,10,15,0,6,0,1,0.66,0.6212,0.39,0,262,234,,schema_drift_v1
6627,2011-10-08,4,0,10,16,0,6,0,1,0.64,0.6212,0.44,0.0896,221,230,,schema_drift_v1
6628,2011-10-08,4,0,10,17,0,6,0,1,0.62,0.6212,0.5,0.1343,174,219,,schema_drift_v1
6629,2011-10-08,4,0,10,18,0,6,0,1,0.6,0.6212,0.46,0.1045,135,224,,schema_drift_v1
6630,2011-10-08,4,0,10,19,0,6,0,1,0.54,0.5152,0.68,0.1343,76,172,,schema_drift_v1
6631,2011-10-08,4,0,10,20,0,6,0,1,0.52,0.5,0.77,0.1045,78,124,,schema_drift_v1
6632,2011-10-08,4,0,10,21,0,6,0,1,0.52,0.5,0.77,0,54,133,,schema_drift_v1
6633,2011-10-08,4,0,10,22,0,6,0,1,0.5,0.4848,0.77,0,45,104,,schema_drift_v1
6634,2011-10-08,4,0,10,23,0,6,0,1,0.48,0.4697,0.88,0,52,90,,schema_drift_v1
6635,2011-10-09,4,0,10,0,0,0,0,1,0.46,0.4545,0.88,0.0896,46,83,,schema_drift_v1
6636,2011-10-09,4,0,10,1,0,0,0,1,0.46,0.4545,0.88,0,15,63,,schema_drift_v1
6637,2011-10-09,4,0,10,2,0,0,0,1,0.46,0.4545,0.88,0,20,35,,schema_drift_v1
6638,2011-10-09,4,0,10,3,0,0,0,1,0.44,0.4394,0.88,0,10,20,,schema_drift_v1
6639,2011-10-09,4,0,10,4,0,0,0,1,0.44,0.4394,0.88,0,7,7,,schema_drift_v1
6640,2011-10-09,4,0,10,5,0,0,0,1,0.44,0.4394,0.88,0,1,14,,schema_drift_v1
6641,2011-10-09,4,0,10,6,0,0,0,1,0.44,0.4394,0.88,0,7,14,,schema_drift_v1
6642,2011-10-09,4,0,10,7,0,0,0,1,0.44,0.4394,0.86,0,18,26,,schema_drift_v1
6643,2011-10-09,4,0,10,8,0,0,0,1,0.46,0.4545,0.88,0,25,82,,schema_drift_v1
6644,2011-10-09,4,0,10,9,0,0,0,1,0.5,0.4848,0.77,0,66,119,,schema_drift_v1
6645,2011-10-09,4,0,10,10,0,0,0,1,0.56,0.5303,0.68,0.0896,155,210,,schema_drift_v1
6646,2011-10-09,4,0,10,11,0,0,0,1,0.62,0.6212,0.53,0.0896,189,234,,schema_drift_v1
6647,2011-10-09,4,0,10,12,0,0,0,1,0.64,0.6212,0.44,0.0896,212,243,,schema_drift_v1
6648,2011-10-09,4,0,10,13,0,0,0,1,0.66,0.6212,0.44,0.0896,225,193,,schema_drift_v1
6649,2011-10-09,4,0,10,14,0,0,0,1,0.68,0.6364,0.47,0.1642,272,228,,schema_drift_v1
6650,2011-10-09,4,0,10,15,0,0,0,1,0.68,0.6364,0.51,0.1642,198,209,,schema_drift_v1
6651,2011-10-09,4,0,10,16,0,0,0,1,0.66,0.6212,0.5,0.1343,223,247,,schema_drift_v1
6652,2011-10-09,4,0,10,17,0,0,0,1,0.62,0.6061,0.61,0.1045,208,230,,schema_drift_v1
6653,2011-10-09,4,0,10,18,0,0,0,1,0.64,0.6212,0.5,0.1045,186,228,,schema_drift_v1
6654,2011-10-09,4,0,10,19,0,0,0,1,0.56,0.5303,0.73,0.0896,116,186,,schema_drift_v1
6655,2011-10-09,4,0,10,20,0,0,0,1,0.56,0.5303,0.73,0.1045,59,134,,schema_drift_v1
6656,2011-10-09,4,0,10,21,0,0,0,1,0.54,0.5152,0.83,0.1045,53,120,,schema_drift_v1
6657,2011-10-09,4,0,10,22,0,0,0,2,0.52,0.5,0.94,0,48,104,,schema_drift_v1
6658,2011-10-09,4,0,10,23,0,0,0,1,0.5,0.4848,0.88,0.1045,38,85,,schema_drift_v1
6659,2011-10-10,4,0,10,0,1,1,0,1,0.5,0.4848,0.94,0,11,42,,schema_drift_v1
6660,2011-10-10,4,0,10,1,1,1,0,1,0.48,0.4697,0.88,0,4,30,,schema_drift_v1
6661,2011-10-10,4,0,10,2,1,1,0,1,0.48,0.4697,0.88,0,4,15,,schema_drift_v1
6662,2011-10-10,4,0,10,3,1,1,0,1,0.46,0.4545,0.88,0,2,9,,schema_drift_v1
6663,2011-10-10,4,0,10,4,1,1,0,1,0.46,0.4545,0.94,0,2,4,,schema_drift_v1
6664,2011-10-10,4,0,10,5,1,1,0,1,0.46,0.4545,0.94,0,2,19,,schema_drift_v1
6665,2011-10-10,4,0,10,6,1,1,0,1,0.44,0.4394,0.94,0,5,39,,schema_drift_v1
6666,2011-10-10,4,0,10,7,1,1,0,1,0.46,0.4545,0.88,0,12,102,,schema_drift_v1
6667,2011-10-10,4,0,10,8,1,1,0,1,0.52,0.5,0.83,0,27,227,,schema_drift_v1
6668,2011-10-10,4,0,10,9,1,1,0,1,0.54,0.5152,0.77,0,58,161,,schema_drift_v1
6669,2011-10-10,4,0,10,10,1,1,0,1,0.56,0.5303,0.73,0.1642,107,158,,schema_drift_v1
6670,2011-10-10,4,0,10,11,1,1,0,1,0.62,0.6061,0.69,0.0896,139,183,,schema_drift_v1
6671,2011-10-10,4,0,10,12,1,1,0,2,0.7,0.6515,0.48,0.0896,164,201,,schema_drift_v1
6672,2011-10-10,4,0,10,13,1,1,0,1,0.72,0.6515,0.37,0,146,219,,schema_drift_v1
6673,2011-10-10,4,0,10,14,1,1,0,1,0.74,0.6515,0.37,0,147,223,,schema_drift_v1
6674,2011-10-10,4,0,10,15,1,1,0,2,0.72,0.6515,0.42,0.1045,130,254,,schema_drift_v1
6675,2011-10-10,4,0,10,16,1,1,0,2,0.7,0.6364,0.45,0.0896,154,248,,schema_drift_v1
6676,2011-10-10,4,0,10,17,1,1,0,2,0.66,0.6212,0.54,0.1045,125,334,,schema_drift_v1
6677,2011-10-10,4,0,10,18,1,1,0,2,0.64,0.6212,0.53,0,108,365,,schema_drift_v1
6678,2011-10-10,4,0,10,19,1,1,0,2,0.58,0.5455,0.78,0.0896,69,267,,schema_drift_v1
6679,2011-10-10,4,0,10,20,1,1,0,1,0.6,0.5909,0.73,0,37,188,,schema_drift_v1
6680,2011-10-10,4,0,10,21,1,1,0,1,0.56,0.5303,0.88,0.0896,27,148,,schema_drift_v1
6681,2011-10-10,4,0,10,22,1,1,0,1,0.56,0.5303,0.88,0.0896,22,104,,schema_drift_v1
6682,2011-10-10,4,0,10,23,1,1,0,2,0.54,0.5152,0.88,0.1045,12,63,,schema_drift_v1
6683,2011-10-11,4,0,10,0,0,2,1,2,0.54,0.5152,0.88,0,14,16,,schema_drift_v1
6684,2011-10-11,4,0,10,1,0,2,1,2,0.52,0.5,0.94,0.0896,2,9,,schema_drift_v1
6685,2011-10-11,4,0,10,2,0,2,1,2,0.52,0.5,0.94,0.1343,1,4,,schema_drift_v1
6686,2011-10-11,4,0,10,3,0,2,1,2,0.52,0.5,0.88,0.1045,2,1,,schema_drift_v1
6687,2011-10-11,4,0,10,4,0,2,1,2,0.52,0.5,0.88,0.1343,0,5,,schema_drift_v1
6688,2011-10-11,4,0,10,5,0,2,1,2,0.52,0.5,0.88,0,0,20,,schema_drift_v1
6689,2011-10-11,4,0,10,6,0,2,1,1,0.52,0.5,0.83,0.0896,9,114,,schema_drift_v1
6690,2011-10-11,4,0,10,7,0,2,1,2,0.52,0.5,0.88,0.0896,19,333,,schema_drift_v1
6691,2011-10-11,4,0,10,8,0,2,1,2,0.56,0.5303,0.83,0.1045,31,375,,schema_drift_v1
6692,2011-10-11,4,0,10,9,0,2,1,2,0.6,0.5909,0.69,0,40,195,,schema_drift_v1
6693,2011-10-11,4,0,10,10,0,2,1,2,0.6,0.5909,0.69,0.1343,38,111,,schema_drift_v1
6694,2011-10-11,4,0,10,11,0,2,1,2,0.6,0.5909,0.73,0.1642,31,92,,schema_drift_v1
6695,2011-10-11,4,0,10,12,0,2,1,2,0.6,0.5909,0.73,0.1642,51,130,,schema_drift_v1
6696,2011-10-11,4,0,10,13,0,2,1,2,0.6,0.5909,0.73,0.194,42,138,,schema_drift_v1
6697,2011-10-11,4,0,10,14,0,2,1,3,0.6,0.5909,0.73,0.1045,54,117,,schema_drift_v1
6698,2011-10-11,4,0,10,15,0,2,1,2,0.6,0.5758,0.78,0.1642,36,139,,schema_drift_v1
6699,2011-10-11,4,0,10,16,0,2,1,2,0.6,0.5909,0.73,0.1642,63,257,,schema_drift_v1
6700,2011-10-11,4,0,10,17,0,2,1,2,0.6,0.5758,0.78,0.2537,70,534,,schema_drift_v1
6701,2011-10-11,4,0,10,18,0,2,1,2,0.6,0.5758,0.78,0.2239,46,493,,schema_drift_v1
6702,2011-10-11,4,0,10,19,0,2,1,2,0.58,0.5455,0.83,0.2239,33,285,,schema_drift_v1
6703,2011-10-11,4,0,10,20,0,2,1,2,0.58,0.5455,0.83,0.2239,31,203,,schema_drift_v1
6704,2011-10-11,4,0,10,21,0,2,1,2,0.58,0.5455,0.78,0.194,17,158,,schema_drift_v1
6705,2011-10-11,4,0,10,22,0,2,1,2,0.56,0.5303,0.83,0.194,27,120,,schema_drift_v1
6706,2011-10-11,4,0,10,23,0,2,1,2,0.56,0.5303,0.83,0.2836,10,47,,schema_drift_v1
6707,2011-10-12,4,0,10,0,0,3,1,2,0.56,0.5303,0.83,0.1343,2,23,,schema_drift_v1
6708,2011-10-12,4,0,10,1,0,3,1,3,0.56,0.5303,0.83,0.1343,2,8,,schema_drift_v1
6709,2011-10-12,4,0,10,2,0,3,1,2,0.56,0.5303,0.83,0.2836,0,2,,schema_drift_v1
6710,2011-10-12,4,0,10,3,0,3,1,3,0.54,0.5152,0.94,0.2985,0,2,,schema_drift_v1
6711,2011-10-12,4,0,10,4,0,3,1,3,0.54,0.5152,0.94,0.3881,1,6,,schema_drift_v1
6712,2011-10-12,4,0,10,5,0,3,1,2,0.54,0.5152,0.88,0.3284,0,22,,schema_drift_v1
6713,2011-10-12,4,0,10,6,0,3,1,2,0.54,0.5152,0.88,0.2537,5,107,,schema_drift_v1
6714,2011-10-12,4,0,10,7,0,3,1,2,0.54,0.5152,0.88,0.3881,15,244,,schema_drift_v1
6715,2011-10-12,4,0,10,8,0,3,1,2,0.54,0.5152,0.88,0.3881,27,377,,schema_drift_v1
6716,2011-10-12,4,0,10,9,0,3,1,2,0.54,0.5152,0.88,0.4478,14,183,,schema_drift_v1
6717,2011-10-12,4,0,10,10,0,3,1,2,0.54,0.5152,0.88,0.3881,15,98,,schema_drift_v1
6718,2011-10-12,4,0,10,11,0,3,1,3,0.54,0.5152,0.94,0.3284,18,102,,schema_drift_v1
6719,2011-10-12,4,0,10,12,0,3,1,3,0.54,0.5152,0.88,0.3284,9,53,,schema_drift_v1
6720,2011-10-12,4,0,10,13,0,3,1,3,0.54,0.5152,0.88,0.2239,25,76,,schema_drift_v1
6721,2011-10-12,4,0,10,14,0,3,1,3,0.54,0.5152,0.94,0.2836,8,70,,schema_drift_v1
6722,2011-10-12,4,0,10,15,0,3,1,3,0.54,0.5152,0.94,0.2537,3,42,,schema_drift_v1
6723,2011-10-12,4,0,10,16,0,3,1,2,0.56,0.5303,0.88,0.2239,5,50,,schema_drift_v1
6724,2011-10-12,4,0,10,17,0,3,1,3,0.54,0.5152,0.94,0.2239,16,235,,schema_drift_v1
6725,2011-10-12,4,0,10,18,0,3,1,3,0.54,0.5152,0.94,0.1343,11,161,,schema_drift_v1
6726,2011-10-12,4,0,10,19,0,3,1,3,0.54,0.5152,0.94,0.1343,7,102,,schema_drift_v1
6727,2011-10-12,4,0,10,20,0,3,1,3,0.54,0.5152,0.94,0.1045,9,81,,schema_drift_v1
6728,2011-10-12,4,0,10,21,0,3,1,3,0.54,0.5152,1,0.1045,9,74,,schema_drift_v1
6729,2011-10-12,4,0,10,22,0,3,1,3,0.54,0.5152,0.94,0.0896,3,40,,schema_drift_v1
6730,2011-10-12,4,0,10,23,0,3,1,3,0.54,0.5152,0.94,0.0896,13,41,,schema_drift_v1
6731,2011-10-13,4,0,10,0,0,4,1,2,0.54,0.5152,0.94,0.1343,1,14,,schema_drift_v1
6732,2011-10-13,4,0,10,1,0,4,1,2,0.54,0.5152,0.94,0,3,9,,schema_drift_v1
6733,2011-10-13,4,0,10,2,0,4,1,2,0.54,0.5152,0.94,0,0,4,,schema_drift_v1
6734,2011-10-13,4,0,10,3,0,4,1,2,0.54,0.5152,1,0.194,2,4,,schema_drift_v1
6735,2011-10-13,4,0,10,4,0,4,1,2,0.54,0.5152,1,0.1045,2,5,,schema_drift_v1
6736,2011-10-13,4,0,10,5,0,4,1,2,0.54,0.5152,1,0.1045,1,16,,schema_drift_v1
6737,2011-10-13,4,0,10,6,0,4,1,3,0.54,0.5152,1,0.0896,1,51,,schema_drift_v1
